ENGINE_RUN_TIME,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,CONTROL_MODULE_VOLTAGE,COMMANDED_EVAPORATIVE_PURGE,TIME_RUN_WITH_MIL_ON,TIME_SINCE_TROUBLE_CODES_CLEARED,DISTANCE_TRAVELED_WITH_MIL_ON,WARM_UPS_SINCE_CODES_CLEARED,timestamp
319,1827.25,40,20.392157,32.156864,86,27.696972959361943,3.90625,71.94472883397103,40.784313,53.333332,20.784313,36.470589,20.784313,0,100,1.176471,35,28,572.700012,420.299988,13.75,14.117647,0,9133,0,255,3/7/2025
603,834.25,36,16.470589,26.666666,87,-2.34375,7.8125,27.0,35.294117,48.235294,16.078432,31.764706,16.470589,0,101,0.0,44,0,535.200012,412.299988,13.652,0.0,0,9138,0,255,3/7/2025
1716,917.75,0,18.82353,36.470589,89,-2.34375,-1.5625,39.0,29.019608,52.549019,16.078432,31.764706,20.0,0,102,0.392157,50,-3,501.700012,382.5,13.554,70.588234,0,9156,0,255,3/7/2025
643,753.0,0,16.078432,26.666666,85,-2.34375,5.46875,27.0,35.294117,47.450981,16.078432,31.764706,16.078432,0,101,0.0,45,2,85.0,383.700012,13.613,27.843138,0,9138,0,255,3/7/2025
1633,1703.75,50,17.647058,17.254902,86,-2.34375,0.0,19.0,25.09804,49.019608,16.078432,31.764706,17.647058,0,102,0.0,48,9,551.599976,404.399994,13.71,59.607841,0,9155,0,255,3/7/2025
621,811.5,3,16.470589,27.058823,88,-2.34375,2.34375,27.0,36.07843,48.235294,16.078432,31.764706,16.470589,0,101,0.0,45,2,513.599976,400.700012,13.671,17.254902,0,9138,0,255,3/7/2025
370,1570.25,44,21.17647,40.784313,86,-0.78125,3.125,40.0,36.07843,54.117645,21.568628,37.254902,21.568628,0,100,2.352941,37,22,585.599976,442.600006,13.71,26.666666,0,9134,0,255,3/7/2025
173,1072.5,28,27.058823,86.666664,67,-7.8125,-7.8125,87.0,26.274509,61.568626,28.627451,44.705883,27.450981,0,100,10.196078,32,-9,516.599976,272.600006,13.945,0.0,0,9130,0,255,3/7/2025
971,1938.25,55,21.17647,31.764706,87,0.78125,2.34375,35.0,36.07843,52.941177,21.960785,38.039215,20.392157,0,102,1.568627,44,28,572.900024,447.5,13.71,88.235291,0,9144,0,255,3/7/2025
1676,1250.0,26,18.431372,19.215687,88,-2.34375,4.6875,20.0,32.941177,49.019608,16.470589,31.764706,16.862745,0,102,0.0,48,19,526.900024,398.899994,13.671,13.333333,0,9156,0,255,3/7/2025
